hasNavigationBar,getWifiServiceMessenger,setInTouchMode,sendto,addClient,openSession,getActivePhoneType,getSubscriberId,CREATE_FOLDER_____,sigprocmask,fsync,mkdir,getAnimationScale,fchmod,ACCESS_PERSONAL_INFO___,TERMINATE_THREAD,getLine1Number,CREATE_THREAD_____,FS_ACCESS(CREATE)____,access,setComponentEnabledSetting,exit,chmod,munmap,registerInputDevicesChangedListener,sigaltstack,clone,getActiveNetworkInfo,FS_ACCESS(CREATE__WRITE)__,ioctl,rename,FS_ACCESS()____,statfs64,__arm_nr_set_tls,getpriority,getIccSerialNumber,prctl,getDeviceId,mmap2,pread64,gettid,mprotect,lseek,getuid32,brk,getReceiverInfo,unlink,getDisplayInfo,read,setpgid,write,getpid,dup,getInputDeviceIds,writev,FS_ACCESS(WRITE)____,epoll_ctl,clock_gettime,startInput,set,FS_ACCESS(CREATE__READ)__,setsockopt,NETWORK_ACCESS(WRITE)____,FS_PIPE_ACCESS___,NETWORK_ACCESS(READ__WRITE)__,isAdminActive,windowGainedFocus,epoll_wait,socketpair,FS_ACCESS(CREATE__READ__WRITE),setpriority,madvise,shutdown,close,fcntl64,open,stat64,getApplicationInfo,FS_ACCESS____,getInstalledPackages,socket,fdatasync,getsockopt,recvfrom,getActivityInfo,addToDisplay,fchown32,getsockname,getdents64,getPackageInfo,flock,FS_PIPE_ACCESS(READ__WRITE)_,pipe,checkOperation,lstat64,epoll_create,getAllNetworkInfo,FS_ACCESS(READ)____,NETWORK_ACCESS____,getegid32,Class
1,0,0,1,1,0,0,0,3,41,2,3,0,0,0,1,0,9,3,8,0,1,4,28,0,10,9,0,4,49,1,1,0,9,18,0,91,0,58,24,23,51,8,29,20,0,1,6,18,0,36,15,0,0,3,6,1,59,0,0,0,0,1,1,0,0,0,12,0,0,6,37,0,20,5,26,21,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,5,1,0,8,0,0,3
1,0,1,364,1,1,0,0,2,73,0,2,1,0,3,2,0,10,2,5,0,2,1,25,1,12,10,0,2,213,0,0,0,10,26,0,90,3,79,15,24,161,8,106,45,0,0,7,265,0,267,91,7,1,101,6,6,1256,1,2,0,6,4,1,3,0,1,568,0,0,7,70,0,64,23,55,21,0,12,0,16,0,15,799,0,1,0,6,8,1,2,1,2,0,3,1,0,30,0,0,3
1,0,0,1,1,0,0,0,3,41,2,3,0,0,0,1,0,9,3,8,0,1,4,28,0,10,9,0,4,50,1,1,0,9,18,0,91,0,58,24,23,51,8,29,22,0,1,6,18,0,36,15,0,0,3,6,1,57,0,0,0,0,1,1,0,0,0,12,0,0,6,37,0,20,5,26,21,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,5,1,0,8,0,0,3
1,0,0,1,1,0,0,0,3,41,2,3,0,0,0,1,0,9,3,8,0,1,4,28,0,10,9,0,4,52,1,1,0,9,18,0,91,0,58,24,23,51,8,29,20,0,1,6,18,0,36,15,0,0,3,6,1,55,0,0,0,0,1,1,0,0,0,12,0,0,6,38,0,20,5,26,21,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,5,1,0,8,0,0,3
1,0,0,2,1,0,4,0,3,42,4,3,0,0,4,2,0,10,3,12,0,2,6,33,0,12,10,0,6,78,3,3,0,10,25,0,92,0,63,26,24,83,10,36,26,0,3,6,598,0,52,25,0,0,12,6,1,211,0,0,0,3,2,1,1,0,0,18,0,0,7,52,0,26,6,32,33,0,5,0,3,0,4,1,0,0,0,2,2,1,2,1,2,0,7,1,0,10,0,0,3
1,0,1,361,1,1,0,0,2,73,0,2,1,0,3,2,0,13,2,5,0,2,1,25,1,15,13,0,2,197,0,0,0,13,29,0,93,3,88,15,27,154,8,106,45,0,0,7,228,0,268,91,7,1,149,6,6,1235,1,1,0,3,1,1,3,0,1,563,0,0,10,77,0,37,11,37,21,0,9,0,4,0,3,796,0,1,0,0,2,1,2,1,2,0,3,1,0,15,0,0,3
1,1,0,1,1,1,0,1,7,123,4,7,1,2,5,6,0,40,12,83,0,6,15,72,0,46,40,1,8,461,3,4,1,40,95,0,122,2,193,70,204,382,32,143,133,0,8,13,125,0,295,142,21,0,98,7,19,1268,0,0,0,16,1,3,18,0,2,190,9,2,44,178,0,125,284,97,84,1,37,0,19,40,4,96,1,4,23,1,2,8,2,5,8,0,17,7,0,19,9,10,3
1,0,1,361,1,1,0,0,2,107,0,2,1,0,0,0,0,8,2,5,0,0,1,17,1,8,8,0,2,88,0,0,0,8,19,0,88,0,78,13,21,88,8,41,41,0,0,7,204,0,219,29,6,1,2,6,6,869,1,0,0,0,1,1,0,0,1,453,0,0,5,61,0,40,8,42,15,0,16,0,1,0,3,732,0,1,0,0,2,1,2,1,2,0,3,1,0,14,0,0,3
1,0,0,1,1,1,0,0,2,110,0,2,1,0,1,0,1,10,2,5,0,0,1,22,0,10,10,0,2,107,0,0,0,10,29,0,92,0,91,18,26,264,8,42,51,0,0,7,26,0,56,30,5,0,27,6,3,138,0,0,0,0,1,1,0,0,1,20,0,0,7,75,0,38,7,42,17,0,16,0,1,0,3,13,0,1,0,0,2,1,2,1,2,0,3,1,0,14,0,0,3
1,0,1,181,1,1,2,0,3,230,4,3,1,0,7,8,3,20,3,30,1,8,6,82,1,28,20,0,6,8312,3,3,0,20,77,0,102,2,148,44,39,252,10,4189,72,0,3,7,2032,0,2863,4175,21,1,51,7,7,40708,0,3,0,3,1,1,3,0,3,6846,0,0,20,165,0,63,16,42,85,0,8,0,4,0,3,9605,0,5,0,0,2,1,2,1,2,0,7,1,0,16,0,0,3
1,0,0,1,1,0,0,0,3,41,3,3,0,0,0,1,0,9,3,10,0,1,5,28,0,10,9,0,5,55,2,2,0,9,20,0,91,0,58,24,23,56,8,32,18,0,2,6,18,0,37,15,0,0,6,6,1,72,0,0,0,0,1,1,0,0,0,12,0,0,6,38,0,21,5,27,23,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,6,1,0,8,0,0,3
1,0,0,1,1,0,0,1,3,21,0,3,0,0,2,1,0,25,2,18,0,1,2,13,0,26,25,0,2,83,0,0,0,25,32,0,107,1,83,9,177,286,37,40,67,0,2,7,93,0,103,36,2,0,27,6,11,472,0,0,0,0,1,4,1,0,0,59,8,2,26,96,0,24,69,38,19,1,9,0,2,5,3,0,1,0,0,0,2,3,2,4,8,0,10,7,0,13,8,10,3
0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,8,2,3,0,0,1,0,0,8,8,0,2,34,0,0,0,8,15,0,88,0,30,1,21,34,8,19,6,0,0,4,16,0,28,9,0,0,3,6,1,15,0,0,0,0,1,2,0,0,0,3,0,0,5,27,0,18,5,23,11,0,3,0,1,0,3,0,0,0,0,0,2,1,2,0,2,0,3,1,0,8,0,0,3
1,0,0,1,1,0,0,1,3,21,0,3,0,0,2,1,0,25,2,18,0,1,2,14,0,26,25,0,2,91,0,0,0,25,31,0,1083,1,1064,9,177,381,37,40,83,0,2,7,113,0,110,36,2,0,35,7,11,501,0,0,0,0,1,4,1,0,0,68,8,2,26,1084,0,27,69,40,19,1,9,0,2,5,3,0,1,0,0,0,2,3,2,4,8,0,10,7,0,14,8,10,3
1,0,0,2,1,0,0,0,3,30,2,3,0,0,1,2,1,10,3,8,0,2,4,28,0,12,10,0,4,75,1,1,0,10,19,0,92,0,58,20,25,94,8,34,20,0,1,6,21,0,38,24,1,0,15,6,1,95,0,0,0,3,2,1,1,0,0,14,0,0,7,42,0,24,6,28,21,0,4,0,3,0,3,1,0,0,0,2,2,1,2,1,2,0,5,1,0,9,0,0,3
1,0,1,181,1,1,2,0,3,255,4,3,1,0,7,9,3,20,3,30,1,9,6,85,1,29,20,0,6,8115,3,3,0,20,74,0,102,2,148,44,39,263,10,4124,85,0,3,7,2006,0,2810,4110,21,1,62,7,7,32512,0,3,0,3,1,1,3,0,3,6718,0,0,20,143,0,63,16,42,86,0,8,0,4,0,3,9435,0,5,0,0,2,1,2,1,2,0,7,1,0,16,0,0,3
1,0,0,2,1,0,2,0,3,42,4,3,0,0,2,2,0,10,3,12,0,2,6,33,0,12,10,0,6,70,3,3,0,10,25,0,92,0,63,26,24,93,10,36,28,0,3,6,597,0,51,25,0,0,11,6,1,210,0,0,0,3,2,1,1,0,0,17,0,0,7,50,0,26,6,32,33,0,5,0,3,0,4,1,0,0,0,2,2,1,2,1,2,0,7,1,0,10,0,0,3
1,0,1,361,1,1,0,0,2,110,0,2,1,0,0,0,0,8,2,5,0,0,1,22,1,8,8,0,2,133,0,0,0,8,19,0,90,0,76,16,22,105,8,52,42,0,0,7,212,0,231,41,7,1,6,6,6,1024,1,0,0,0,1,1,0,0,1,483,0,0,5,58,0,33,8,34,15,0,8,0,1,0,3,768,0,1,0,0,2,1,2,1,2,0,3,1,0,14,0,0,3
1,0,1,361,1,1,0,0,3,105,1,3,1,0,0,2,0,10,3,10,0,2,3,27,1,12,10,0,3,148,0,0,0,10,23,0,90,0,80,16,24,158,13,54,29,0,0,7,253,0,238,43,7,1,65,6,6,1076,1,0,0,0,1,1,0,0,1,485,0,0,7,71,0,34,8,38,20,0,8,0,1,0,3,776,0,1,0,0,2,1,2,1,2,0,4,1,0,16,0,0,3
1,0,0,2,1,0,4,0,3,42,4,3,0,0,4,2,0,10,3,12,0,2,6,32,0,12,10,0,6,74,3,3,0,10,25,0,92,0,62,25,24,82,10,35,25,0,3,6,597,0,49,24,0,0,10,6,1,97,0,0,0,3,2,1,1,0,0,16,0,0,7,52,0,25,6,32,30,0,5,0,3,0,3,1,0,0,0,2,2,1,2,1,2,0,7,1,0,10,0,0,3
1,0,0,1,1,0,0,0,3,41,2,3,0,0,0,1,0,9,3,8,0,1,4,28,0,10,9,0,4,51,1,1,0,9,18,0,91,0,58,24,23,51,8,29,21,0,1,6,18,0,36,15,0,0,3,6,1,61,0,0,0,0,1,1,0,0,0,12,0,0,6,36,0,20,5,26,21,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,5,1,0,8,0,0,3
1,0,1,361,1,1,0,0,2,35,0,2,1,0,3,3,0,13,2,5,0,3,1,31,1,16,13,0,2,184,0,0,0,13,26,0,95,3,91,16,27,176,8,101,44,0,0,7,225,0,258,88,7,1,150,6,6,1237,1,1,0,3,1,1,3,0,1,528,0,0,10,89,0,37,11,37,17,0,9,0,4,0,3,796,0,1,0,0,2,1,2,1,2,0,3,1,0,15,0,0,3
1,0,1,361,1,1,0,0,6,114,0,6,1,0,1,1,0,34,5,46,0,1,5,58,1,35,34,0,6,294,2,0,0,34,46,0,117,1,201,15,256,271,111,641,179,0,4,8,3288,0,1851,655,18,1,78,6,26,18091,0,1,0,5,1,1,6,0,2,4169,14,7,37,189,0,644,213,642,70,1,36,0,4,25,4,840,1,2,0,1,36,3,2,9,10,0,13,9,0,575,11,12,3
1,0,1,361,1,1,0,0,6,109,0,6,1,0,1,1,0,34,5,46,0,1,5,57,1,35,34,0,6,258,2,0,0,34,47,0,117,1,201,15,256,277,111,645,164,0,4,8,3173,0,1914,659,18,1,74,6,26,18097,0,1,0,5,1,1,6,0,2,4309,14,7,37,189,0,539,213,537,70,1,33,0,4,25,4,817,1,2,0,1,30,3,2,9,10,0,13,9,0,473,11,12,3
1,0,1,365,1,1,2,4,6,186,7,6,1,0,16,4,2,39,5,39,0,4,10,126,1,43,39,8,12,949,7,6,0,39,52,0,140,8,286,19,285,396,39,20372,376,0,8,8,5405,0,2384,20382,32,1,139,6,18,144279,0,5,0,19,4,1,7,0,1,24711,12,2,41,278,0,993,95,964,72,1,48,0,19,5,21,1128,1,1,0,8,56,3,2,8,9,0,20,8,0,870,11,12,3
1,0,1,361,1,1,0,0,2,200,0,2,1,0,2,2,1,11,2,9,0,2,1,42,1,13,11,0,2,157,0,0,0,11,26,0,91,1,98,31,25,124,8,257,48,0,0,7,408,0,436,242,7,1,6,6,6,2055,1,2,0,0,1,1,0,0,1,886,0,0,8,65,0,33,8,35,21,0,8,0,1,0,3,768,0,1,0,0,2,2,2,1,2,0,3,1,0,14,0,0,3
1,0,0,1,1,0,0,0,3,41,4,3,0,0,0,1,0,9,3,12,0,1,6,28,0,10,9,0,6,50,3,3,0,9,18,0,91,0,58,24,23,56,8,29,22,0,3,6,18,0,38,15,0,0,3,6,1,57,0,0,0,0,1,1,0,0,0,12,0,0,6,38,0,22,5,28,25,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,7,1,0,8,0,0,3
1,0,0,2,1,0,4,0,3,44,4,3,0,0,4,4,0,12,3,15,0,4,6,41,0,16,12,0,6,73,2,2,0,12,28,0,95,0,72,28,26,90,10,37,22,0,2,6,603,0,51,25,0,0,36,6,1,122,0,0,0,3,2,1,1,0,0,17,0,0,9,56,0,25,6,32,35,0,5,0,3,0,3,1,0,0,0,2,2,2,2,1,2,0,7,1,0,10,0,0,3
1,0,0,1,1,0,0,0,3,41,2,3,0,0,0,1,0,9,3,8,0,1,4,28,0,10,9,0,4,52,1,1,0,9,18,0,91,0,58,24,23,51,8,29,24,0,1,6,18,0,36,15,0,0,3,6,1,59,0,0,0,0,1,1,0,0,0,12,0,0,6,35,0,20,5,26,21,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,5,1,0,8,0,0,3
1,0,0,2,1,0,2,0,3,15,4,3,0,0,2,2,0,10,3,12,0,2,6,27,0,12,10,0,6,74,3,3,0,10,32,0,92,0,57,20,24,90,10,38,24,0,3,6,600,0,66,27,0,0,8,6,1,93,0,0,0,3,2,1,1,0,0,22,0,0,7,47,0,25,6,32,39,0,5,0,3,0,3,1,0,0,0,2,2,1,2,1,2,0,7,1,0,10,0,0,3
1,0,0,2,1,0,2,0,3,30,3,3,0,0,2,2,0,10,3,10,0,2,5,31,0,12,10,0,5,62,2,2,0,10,25,0,93,0,62,24,24,66,10,34,22,0,2,6,598,0,48,24,0,0,8,6,1,116,0,0,0,3,2,1,1,0,0,16,0,0,7,50,0,24,6,31,29,0,5,0,3,0,3,1,0,0,0,2,2,1,2,1,2,0,6,1,0,10,0,0,3
1,0,1,365,1,1,2,4,6,193,7,6,1,0,16,4,2,39,5,39,0,4,10,113,1,43,39,8,12,378,7,6,0,39,52,0,139,8,275,17,281,402,39,24462,359,0,8,8,4815,0,2039,24472,28,1,125,6,18,164258,0,5,0,19,4,1,7,0,1,28349,12,2,41,303,0,872,91,849,72,1,44,0,19,5,20,796,1,1,0,8,50,3,2,8,9,0,20,8,0,763,11,12,3
1,0,0,1,1,1,0,0,4,187,0,4,1,0,0,1,0,25,2,22,0,1,4,32,0,26,25,0,3,169,0,0,0,25,47,0,106,0,133,21,177,172,32,80,148,0,2,8,75,0,158,76,12,0,55,6,14,600,0,0,0,0,1,3,1,0,2,106,8,2,26,119,0,53,73,55,28,1,21,0,2,5,3,35,1,2,0,0,2,3,2,5,8,0,10,7,0,17,8,10,3
1,0,0,1,1,0,0,0,3,41,4,3,0,0,0,1,0,9,3,12,0,1,6,28,0,10,9,0,6,50,3,3,0,9,18,0,91,0,58,24,23,56,8,29,24,0,3,6,18,0,38,15,0,0,3,6,1,59,0,0,0,0,1,1,0,0,0,12,0,0,6,39,0,22,5,28,25,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,7,1,0,8,0,0,3
1,0,0,1,1,1,0,0,2,108,0,2,1,0,1,0,1,10,2,5,0,0,1,22,0,10,10,0,2,106,0,0,0,10,30,0,92,0,91,18,26,252,8,42,48,0,0,7,26,0,58,30,5,0,27,6,3,139,0,0,0,0,1,1,0,0,1,20,0,0,7,76,0,38,7,42,17,0,16,0,1,0,3,13,0,1,0,0,2,1,2,1,2,0,3,1,0,14,0,0,3
1,0,0,1,1,0,0,0,3,41,3,3,0,0,0,1,0,9,3,10,0,1,5,28,0,10,9,0,5,54,2,2,0,9,20,0,91,0,58,24,23,56,8,32,20,0,2,6,18,0,37,15,0,0,6,6,1,74,0,0,0,0,1,1,0,0,0,12,0,0,6,38,0,21,5,27,23,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,6,1,0,8,0,0,3
1,0,0,1,1,1,0,0,2,109,0,2,1,0,1,0,1,11,2,5,0,0,1,22,0,11,11,0,2,104,0,0,0,11,30,0,93,0,94,18,30,265,8,43,51,0,0,7,26,0,59,31,5,0,26,6,3,135,0,0,0,0,1,1,0,0,1,20,0,0,8,79,0,38,7,42,17,0,16,0,1,0,3,15,0,1,0,0,2,1,2,1,2,0,3,1,0,14,0,0,3
1,0,1,361,1,1,2,0,3,96,0,4,1,0,2,1,0,9,2,6,0,1,2,18,1,10,9,0,2,96,0,0,0,9,24,0,91,0,78,8,23,106,10,44,47,0,0,7,781,0,225,32,6,1,17,6,6,913,1,0,0,0,1,1,0,0,1,467,0,0,6,76,0,42,8,45,19,0,18,0,1,0,3,732,0,1,0,0,4,2,2,1,2,0,3,1,0,15,0,0,3
1,0,1,361,1,1,0,0,2,283,0,2,1,0,3549,0,3549,11,2,5,0,0,1,63,1,11,11,0,2,9897,0,0,0,11,66,0,93,0,133,43,31,247,8,166,122,0,0,7,250,0,368,167,29,1,43,7,12,1768,2,0,0,0,1,1,0,0,5,612,0,0,9,103,0,82,17,44,31,0,16,0,1,0,3,921,0,6,0,0,2,1,2,1,2,0,3,1,0,15,0,0,3
1,0,1,361,1,1,2,0,3,154,0,3,1,0,2,1,0,26,2,18,0,1,2,47,1,27,26,0,2,359,0,0,0,26,54,0,106,0,144,31,152,249,34,143,95,0,2,7,849,0,387,152,21,1,65,7,20,1854,1,0,0,1,1,2,2,0,2,679,9,2,28,109,0,61,79,47,32,1,12,0,3,5,3,871,0,4,0,0,2,3,2,6,8,0,10,7,0,18,9,10,3
1,0,0,1,1,1,0,0,2,102,0,2,1,0,1,0,1,10,2,5,0,0,1,22,0,10,10,0,2,96,0,0,0,10,28,0,92,0,91,18,26,261,8,42,48,0,0,7,26,0,54,30,5,0,28,6,3,138,0,0,0,0,1,1,0,0,1,20,0,0,7,75,0,38,7,42,17,0,16,0,1,0,3,13,0,1,0,0,2,1,2,1,2,0,3,1,0,14,0,0,3
1,0,0,1,1,0,0,0,3,41,2,3,0,0,0,1,0,9,3,8,0,1,4,28,0,10,9,0,4,48,1,1,0,9,18,0,91,0,58,24,23,52,8,29,21,0,1,6,18,0,36,15,0,0,3,6,1,58,0,0,0,0,1,1,0,0,0,12,0,0,6,37,0,20,5,26,21,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,5,1,0,8,0,0,3
1,0,1,365,1,1,2,4,6,218,7,6,1,0,16,4,2,40,5,39,0,4,10,110,1,44,40,8,12,341,7,6,0,40,53,0,140,8,274,16,283,395,40,21056,363,0,8,8,4677,0,2005,21066,26,1,134,6,18,143209,0,5,0,20,4,1,8,0,1,24886,12,2,42,303,2,813,92,791,72,1,42,0,20,5,20,774,1,1,0,8,46,3,2,8,9,0,20,8,0,709,11,12,3
0,0,0,0,0,0,0,0,2,114,0,2,0,0,0,0,0,17,3,1,0,0,0,47,0,3,17,4,0,1632,0,0,0,3,611,0,4,0,59,44,15,80,2,223,30,0,0,3,317,0,1414,174,10,0,1,2,0,1317,0,0,0,0,0,3,0,0,0,245,0,0,7,17,0,46,0,50,20,5,42,0,0,0,0,364,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,3
1,0,0,1,1,1,0,0,2,104,0,2,1,0,1,0,1,10,2,5,0,0,1,22,0,10,10,0,2,94,0,0,0,10,29,0,92,0,91,18,26,253,8,42,53,0,0,7,26,0,56,30,5,0,26,6,3,138,0,0,0,0,1,1,0,0,1,20,0,0,7,75,0,38,7,42,17,0,16,0,1,0,3,13,0,1,0,0,2,1,2,1,2,0,3,1,0,14,0,0,3
1,0,1,361,1,1,0,0,6,110,0,6,1,0,1,1,0,34,5,46,0,1,5,58,1,35,34,0,6,290,2,0,0,34,46,0,117,1,201,15,256,270,111,742,180,0,4,8,3338,0,1940,756,18,1,79,6,26,19233,0,1,0,5,0,1,6,0,2,4386,14,7,37,187,0,609,213,607,70,1,35,0,4,25,4,840,1,2,0,1,34,3,2,9,10,0,13,9,0,541,12,12,3
1,0,0,1,1,1,0,0,3,73,1,3,1,0,0,1,0,9,3,6,0,1,3,42,0,10,9,0,3,67,0,0,0,9,21,0,91,0,72,38,23,66,8,25,26,0,0,7,16,0,39,10,2,0,7,6,3,138,0,1,0,0,1,2,0,0,0,3,0,0,6,48,0,21,6,25,20,0,3,0,1,0,3,1,0,1,0,0,2,1,2,0,2,0,4,1,0,8,0,0,3
1,0,1,361,1,1,2,0,5,134,0,5,1,0,2,2,0,36,5,41,0,2,2,68,1,38,36,0,5,2392,3,1,0,36,39,0,117,0,213,27,264,377,86,1899,158,0,5,11,3702,0,2152,1911,15,1,136,6,20,25439,0,0,0,3,1,1,6,0,1,5536,12,6,38,196,0,755,189,755,65,1,40,0,5,20,3,3336,4,2,0,0,42,3,2,8,9,0,19,8,0,687,10,12,3
1,0,0,1,1,0,4,0,3,29,2,3,0,0,4,1,0,9,3,8,0,1,4,23,0,10,9,0,4,63,1,1,0,9,26,0,92,0,54,19,23,59,10,33,17,0,1,6,596,0,47,17,0,0,32,6,1,89,0,0,0,0,1,1,0,0,0,17,0,0,6,45,0,21,5,28,27,0,4,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,5,1,0,9,0,0,3
1,0,0,1,1,0,0,0,3,41,4,3,0,0,0,1,0,9,3,12,0,1,6,28,0,10,9,0,6,53,3,3,0,9,18,0,91,0,58,24,23,56,8,29,20,0,3,6,18,0,38,15,0,0,3,6,1,59,0,0,0,0,1,1,0,0,0,12,0,0,6,37,0,22,5,28,25,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,7,1,0,8,0,0,3
1,0,0,1,1,1,0,0,2,108,0,2,1,0,1,0,1,11,2,5,0,0,1,22,0,11,11,0,2,105,0,0,0,11,29,0,93,0,95,18,30,259,8,44,51,0,0,7,27,0,59,33,6,0,28,6,3,145,0,0,0,0,1,1,0,0,1,22,0,0,8,79,0,39,7,42,17,0,16,0,1,0,3,16,0,1,0,0,2,1,2,1,2,0,3,1,0,14,0,0,3
1,0,0,1,1,0,0,0,3,41,2,3,0,0,0,1,0,9,3,8,0,1,4,28,0,10,9,0,4,46,1,1,0,9,18,0,91,0,58,24,23,49,8,29,21,0,1,6,18,0,36,15,0,0,3,6,1,56,0,0,0,0,1,1,0,0,0,12,0,0,6,37,0,20,5,26,21,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,5,1,0,8,0,0,3
1,0,1,361,1,1,0,0,2,73,0,2,1,0,3,2,0,13,2,5,0,2,1,25,1,15,13,0,2,195,0,0,0,13,29,0,93,3,88,15,27,168,8,106,43,0,0,7,227,0,266,91,7,1,149,6,6,1204,1,1,0,3,1,1,3,0,1,524,0,0,10,74,0,37,11,37,21,0,9,0,4,0,3,796,0,1,0,0,2,1,2,1,2,0,3,1,0,15,0,0,3
1,0,0,1,1,0,0,0,3,41,2,3,0,0,0,1,0,9,3,8,0,1,4,28,0,10,9,0,4,46,1,1,0,9,18,0,91,0,58,24,23,51,8,29,20,0,1,6,18,0,36,15,0,0,3,6,1,61,0,0,0,0,1,1,0,0,0,12,0,0,6,36,0,20,5,26,21,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,5,1,0,8,0,0,3
1,0,0,1,1,0,0,0,2,49,0,2,0,0,0,0,0,8,2,3,0,0,1,24,0,8,8,0,2,51,0,0,0,8,22,0,90,0,54,23,22,50,8,25,28,0,0,6,16,0,38,10,0,0,8,6,1,79,0,0,0,0,1,2,0,1,0,3,0,0,5,39,0,18,5,23,15,0,3,0,1,0,3,0,0,0,0,0,2,2,2,0,2,0,3,1,0,8,0,0,3
1,0,0,1,1,0,0,0,3,41,4,3,0,0,0,1,0,9,3,12,0,1,6,28,0,10,9,0,6,48,3,3,0,9,18,0,91,0,58,24,23,55,8,29,23,0,3,6,18,0,38,15,0,0,3,6,1,57,0,0,0,0,1,1,0,0,0,12,0,0,6,37,0,22,5,28,25,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,7,1,0,8,0,0,3
1,0,1,362,1,1,2,2,5,217,0,5,1,0,7,6,1,41,4,22,0,6,2,135,1,47,41,7,12,899,1,0,0,41,55,0,145,2,295,19,287,432,40,18470,395,0,2,8,6773,0,3004,18477,32,1,179,6,18,133255,0,4,0,7,2,1,8,0,1,22657,12,2,43,353,2,949,96,930,48,1,44,0,8,5,5,1143,1,1,0,2,48,3,2,8,9,0,13,8,0,841,10,12,3
1,0,0,1,1,1,0,0,2,109,0,2,1,0,1,0,1,10,2,5,0,0,1,22,0,10,10,0,2,102,0,0,0,10,28,0,92,0,91,18,26,243,8,42,53,0,0,7,26,0,54,30,5,0,26,6,3,137,0,0,0,0,1,1,0,0,1,20,0,0,7,77,0,38,7,42,17,0,16,0,1,0,3,15,0,1,0,0,2,1,2,1,2,0,3,1,0,14,0,0,3
1,0,0,1,1,0,0,0,3,41,4,3,0,0,0,1,0,9,3,12,0,1,6,28,0,10,9,0,6,51,3,3,0,9,18,0,91,0,58,24,23,54,8,29,23,0,3,6,18,0,38,15,0,0,3,6,1,56,0,0,0,0,1,1,0,0,0,12,0,0,6,36,0,22,5,28,25,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,7,1,0,8,0,0,3
1,0,0,1,1,0,0,0,3,41,2,3,0,0,0,1,0,9,3,8,0,1,4,28,0,10,9,0,4,53,1,1,0,9,18,0,91,0,58,24,23,52,8,29,20,0,1,6,18,0,36,15,0,0,3,6,1,53,0,0,0,0,1,1,0,0,0,12,0,0,6,36,0,20,5,26,21,0,3,0,1,0,3,0,0,0,0,0,2,1,2,1,2,0,5,1,0,8,0,0,3
1,0,0,1,1,1,0,0,2,109,0,2,1,0,1,0,1,11,2,5,0,0,1,22,0,11,11,0,2,98,0,0,0,11,30,0,93,0,94,18,30,263,8,43,51,0,0,7,26,0,59,31,5,0,26,6,3,136,0,0,0,0,1,1,0,0,1,20,0,0,8,79,0,38,7,42,17,0,16,0,1,0,3,13,0,1,0,0,2,1,2,1,2,0,3,1,0,14,0,0,3
1,0,1,361,1,1,0,0,2,305,0,2,1,0,2362,0,2362,11,2,5,0,0,1,63,1,11,11,0,2,6906,0,0,0,11,95,0,91,0,133,43,31,255,8,240,148,0,0,7,287,0,471,243,31,1,50,7,12,2190,1,0,0,0,1,1,0,0,5,695,0,0,9,110,0,86,17,44,31,0,16,0,1,0,3,971,0,6,0,0,2,1,2,1,2,0,3,1,0,15,0,0,3
1,0,1,363,1,1,2,4,6,207,7,6,1,0,16,4,2,39,5,39,0,4,10,113,1,43,39,8,12,386,7,6,0,39,52,0,139,8,275,17,281,388,40,21016,403,0,8,8,4855,0,2010,21026,28,1,132,6,18,143617,0,5,0,17,3,1,7,0,1,24929,12,2,41,286,0,871,91,849,72,1,44,0,18,5,19,787,1,1,0,6,50,3,2,8,9,0,20,8,0,763,11,12,3
1,0,1,361,1,1,0,0,2,34,0,2,1,0,3,2,0,13,2,5,0,2,1,29,1,15,13,0,2,193,0,0,0,13,28,0,95,3,92,17,27,167,8,101,40,0,0,7,225,0,258,88,7,1,153,6,6,1234,1,1,0,3,1,1,3,0,1,533,0,0,10,83,0,37,11,37,17,0,9,0,4,0,3,796,0,1,0,0,2,1,2,1,2,0,3,1,0,15,0,0,3
1,0,1,367,1,1,0,0,3,204,1,3,1,0,2,3,1,19,3,10,0,3,3,45,1,22,19,0,3,204,0,0,0,19,35,0,99,1,122,31,36,198,8,262,57,0,0,7,468,0,437,254,7,1,28,6,6,2205,1,0,0,6,7,1,0,0,1,867,0,0,16,93,0,89,32,74,22,0,15,0,25,0,27,779,0,1,0,12,14,7,2,1,2,0,4,1,0,45,0,0,3
